Sun, 29 Jul 2018 11:15:25 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 28974 | Solicitando com metodo: GET | Arquivo: index.html | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:11:14 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 5951 | Solicitando com metodo: GET | Arquivo: /site/ | Protocolo: HTTP/1.1 | Resposta Servidor: null
Tue, 31 Jul 2018 02:11:17 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 5952 | Solicitando com metodo: GET | Arquivo: Site/index.html | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:11:24 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 5954 | Solicitando com metodo: GET | Arquivo: /Imagem_link.html | Protocolo: HTTP/1.1 | Resposta Servidor: 404 Not Found
Tue, 31 Jul 2018 02:12:22 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 5957 | Solicitando com metodo: GET | Arquivo: /Imagem_link.html | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:12:23 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 5958 | Solicitando com metodo: GET | Arquivo: /styles/style_text.css | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:12:23 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 5960 | Solicitando com metodo: GET | Arquivo: /imagens/icons/facebook.png | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:12:23 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 5961 | Solicitando com metodo: GET | Arquivo: /imagens/icons/instagram.png | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:12:23 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 5962 | Solicitando com metodo: GET | Arquivo: /imagens/icons/whatsapp.png | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:12:23 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 5959 | Solicitando com metodo: GET | Arquivo: /imagens/logotipo_designtech.png | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:12:57 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 5965 | Solicitando com metodo: GET | Arquivo: /site2.html | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:13:01 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 5966 | Solicitando com metodo: GET | Arquivo: /site3.html | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:13:23 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 5967 | Solicitando com metodo: GET | Arquivo: /protegido1.html | Protocolo: HTTP/1.1 | Resposta Servidor: 404 Not Found
Tue, 31 Jul 2018 02:13:31 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 5969 | Solicitando com metodo: GET | Arquivo: /protegido/protegido1.html | Protocolo: HTTP/1.1 | Resposta Servidor: 404 Not Found
Tue, 31 Jul 2018 02:14:37 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 5988 | Solicitando com metodo: GET | Arquivo: /Protegido/protegido1.html | Protocolo: HTTP/1.1 | Resposta Servidor: 401 Unauthorized
Tue, 31 Jul 2018 02:14:49 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 5989 | Solicitando com metodo: GET | Arquivo: /Protegido/protegido1.html | Protocolo: HTTP/1.1 | Resposta Servidor: 401 Unauthorized
Tue, 31 Jul 2018 02:14:53 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 5990 | Solicitando com metodo: GET | Arquivo: /Protegido/protegido1.html | Protocolo: HTTP/1.1 | Resposta Servidor: 401 Unauthorized
Tue, 31 Jul 2018 02:14:55 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 5991 | Solicitando com metodo: GET | Arquivo: /Protegido/protegido1.html | Protocolo: HTTP/1.1 | Resposta Servidor: 401 Unauthorized
Tue, 31 Jul 2018 02:15:01 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 5992 | Solicitando com metodo: GET | Arquivo: Site/index.html | Protocolo: HTTP/1.1 | Resposta Servidor: 404 Not Found
Tue, 31 Jul 2018 02:15:07 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 5993 | Solicitando com metodo: GET | Arquivo: Site/index.html | Protocolo: HTTP/1.1 | Resposta Servidor: 404 Not Found
Tue, 31 Jul 2018 02:15:11 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 5994 | Solicitando com metodo: GET | Arquivo: /site | Protocolo: HTTP/1.1 | Resposta Servidor: 404 Not Found
Tue, 31 Jul 2018 02:15:40 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 5995 | Solicitando com metodo: GET | Arquivo: /site | Protocolo: HTTP/1.1 | Resposta Servidor: 404 Not Found
Tue, 31 Jul 2018 02:15:43 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 5996 | Solicitando com metodo: GET | Arquivo: Site/index.html | Protocolo: HTTP/1.1 | Resposta Servidor: 404 Not Found
Tue, 31 Jul 2018 02:15:46 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 5998 | Solicitando com metodo: GET | Arquivo: Site/index.html | Protocolo: HTTP/1.1 | Resposta Servidor: 404 Not Found
Tue, 31 Jul 2018 02:15:48 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 5999 | Solicitando com metodo: GET | Arquivo: Site/index.html | Protocolo: HTTP/1.1 | Resposta Servidor: 404 Not Found
Tue, 31 Jul 2018 02:15:48 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6000 | Solicitando com metodo: GET | Arquivo: Site/index.html | Protocolo: HTTP/1.1 | Resposta Servidor: 404 Not Found
Tue, 31 Jul 2018 02:15:48 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6001 | Solicitando com metodo: GET | Arquivo: Site/index.html | Protocolo: HTTP/1.1 | Resposta Servidor: 404 Not Found
Tue, 31 Jul 2018 02:15:49 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6002 | Solicitando com metodo: GET | Arquivo: Site/index.html | Protocolo: HTTP/1.1 | Resposta Servidor: 404 Not Found
Tue, 31 Jul 2018 02:15:49 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6003 | Solicitando com metodo: GET | Arquivo: Site/index.html | Protocolo: HTTP/1.1 | Resposta Servidor: 404 Not Found
Tue, 31 Jul 2018 02:15:49 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6004 | Solicitando com metodo: GET | Arquivo: Site/index.html | Protocolo: HTTP/1.1 | Resposta Servidor: 404 Not Found
Tue, 31 Jul 2018 02:15:49 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6005 | Solicitando com metodo: GET | Arquivo: Site/index.html | Protocolo: HTTP/1.1 | Resposta Servidor: 404 Not Found
Tue, 31 Jul 2018 02:16:25 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6010 | Solicitando com metodo: GET | Arquivo: /Imagem_link | Protocolo: HTTP/1.1 | Resposta Servidor: 404 Not Found
Tue, 31 Jul 2018 02:16:31 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6011 | Solicitando com metodo: GET | Arquivo: /Imagem_link.html | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:16:31 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6012 | Solicitando com metodo: GET | Arquivo: /styles/style_text.css | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:16:31 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6016 | Solicitando com metodo: GET | Arquivo: /imagens/icons/whatsapp.png | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:16:31 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6014 | Solicitando com metodo: GET | Arquivo: /imagens/icons/facebook.png | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:16:31 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6015 | Solicitando com metodo: GET | Arquivo: /imagens/icons/instagram.png | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:16:31 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6013 | Solicitando com metodo: GET | Arquivo: /imagens/logotipo_designtech.png | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:16:33 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6018 | Solicitando com metodo: GET | Arquivo: /index.html | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:17:22 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6020 | Solicitando com metodo: GET | Arquivo: /index.html | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:17:25 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6021 | Solicitando com metodo: GET | Arquivo: index.html | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:17:30 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6022 | Solicitando com metodo: GET | Arquivo: /Imagem_link.html | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:17:30 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6026 | Solicitando com metodo: GET | Arquivo: /imagens/icons/instagram.png | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:17:30 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6024 | Solicitando com metodo: GET | Arquivo: /imagens/logotipo_designtech.png | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:17:30 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6023 | Solicitando com metodo: GET | Arquivo: /styles/style_text.css | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:17:30 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6025 | Solicitando com metodo: GET | Arquivo: /imagens/icons/facebook.png | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:17:30 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6027 | Solicitando com metodo: GET | Arquivo: /imagens/icons/whatsapp.png | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:17:31 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6028 | Solicitando com metodo: GET | Arquivo: /index.html | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:17:36 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6029 | Solicitando com metodo: GET | Arquivo: /index.html | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:19:44 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6033 | Solicitando com metodo: GET | Arquivo: /index.html | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:19:44 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6034 | Solicitando com metodo: GET | Arquivo: /styles/style_text.css | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:19:44 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6037 | Solicitando com metodo: GET | Arquivo: /imagens/icons/instagram.png | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:19:44 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6038 | Solicitando com metodo: GET | Arquivo: /imagens/icons/whatsapp.png | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:19:44 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6036 | Solicitando com metodo: GET | Arquivo: /imagens/icons/facebook.png | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:19:44 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6035 | Solicitando com metodo: GET | Arquivo: /imagens/logotipo_designtech.png | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:19:45 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6040 | Solicitando com metodo: GET | Arquivo: /texto.html | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:19:48 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6041 | Solicitando com metodo: GET | Arquivo: /texto.html | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:19:51 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6042 | Solicitando com metodo: GET | Arquivo: /texto.html | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:20:09 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6045 | Solicitando com metodo: GET | Arquivo: /protegido/protegido1.html | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:20:15 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6046 | Solicitando com metodo: GET | Arquivo: /protegido/protegido2.html | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:22:36 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6051 | Solicitando com metodo: GET | Arquivo: index.html | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:22:36 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6052 | Solicitando com metodo: GET | Arquivo: /styles/style_text.css | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:22:36 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6053 | Solicitando com metodo: GET | Arquivo: /imagens/logotipo_designtech.png | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:22:36 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6055 | Solicitando com metodo: GET | Arquivo: /imagens/icons/instagram.png | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:22:36 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6054 | Solicitando com metodo: GET | Arquivo: /imagens/icons/facebook.png | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:22:36 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6056 | Solicitando com metodo: GET | Arquivo: /imagens/icons/whatsapp.png | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:23:35 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6060 | Solicitando com metodo: GET | Arquivo: index.html | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:23:35 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6061 | Solicitando com metodo: GET | Arquivo: /styles/style_text.css | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:23:35 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6062 | Solicitando com metodo: GET | Arquivo: /imagens/logotipo_designtech.png | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:24:29 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6067 | Solicitando com metodo: GET | Arquivo: index.html | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:24:29 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6068 | Solicitando com metodo: GET | Arquivo: /styles/style_text.css | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:24:29 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6069 | Solicitando com metodo: GET | Arquivo: /imagens/logotipo_designtech.png | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:24:30 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6070 | Solicitando com metodo: GET | Arquivo: /imagens/icons/facebook.png | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:24:30 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6071 | Solicitando com metodo: GET | Arquivo: /imagens/icons/instagram.png | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:24:30 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6072 | Solicitando com metodo: GET | Arquivo: /imagens/icons/whatsapp.png | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:24:35 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6073 | Solicitando com metodo: GET | Arquivo: /protegido/protegido1.html | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:24:38 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6074 | Solicitando com metodo: GET | Arquivo: /texto.html | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:27:06 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6080 | Solicitando com metodo: GET | Arquivo: /protegido/protegido1.html | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:27:09 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6081 | Solicitando com metodo: GET | Arquivo: /protegido/protegido1.html | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:27:11 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6082 | Solicitando com metodo: GET | Arquivo: /protegido/protegido1.html | Protocolo: HTTP/1.1 | Resposta Servidor: 200 OK
Tue, 31 Jul 2018 02:30:40 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6095 | Solicitando com metodo: GET | Arquivo: /protegido/protegido1.html | Protocolo: HTTP/1.1 | Resposta Servidor: 401 Unauthorized
Tue, 31 Jul 2018 02:30:48 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6096 | Solicitando com metodo: GET | Arquivo: /protegido/protegido1.html | Protocolo: HTTP/1.1 | Resposta Servidor: 401 Unauthorized
Tue, 31 Jul 2018 02:33:18 | Cliente com endereco 0:0:0:0:0:0:0:1 | Conectou-se com porta: 6098 | Solicitando com metodo: GET | Arquivo: /protegido/protegido1.html | Protocolo: HTTP/1.1 | Resposta Servidor: 401 Unauthorized
